"Date of data","Trading partner code","Trading partner","Commodity code","Commodity","US dollar",
"202505","502","United States","2939","Alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives.","8,354,955",
"202505","502","United States","2940","Sugars, chemically pure, other than sucrose, lactose, maltose, 
glucose and fructose; sugar ethers, sugar acetals and sugar 
esters, and their salts, other than products of heading 29.37, 
29.38 or 29.39.","4,673,512",
"202505","502","United States","2941","Antibiotics","12,959,917",
"202505","502","United States","2942","Other organic compounds.","84,050",
"202505","502","United States","3001","Glands and other organs for organotherapeutic uses, dried, whether or not powdered; extracts of glands or other organs or of their secretions for organotherapeutic uses; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses, not elsewhere specified or included.","11,167,092",
"202505","502","United States","3002","Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) ,similar products; cell cultures, whether or not modified.","14,987,313",
"202505","502","United States","3003","Medicaments (excluding goods of heading 30.02, 30.05 or 30.06) consisting of two or more constituents which have been mixed together for therapeuti or prophylactic uses, not pu up in 
measured doses or in forms or packings for retail sale.","2,955,301",
"202505","502","United States","3004","Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses "incl. those in the form of transdermal administration" or in forms or packings for retail sale (excluding goods of heading 3002, 3005 or 3006)","84,813,783",
"202505","502","United States","3005","adding, gauze, bandages and similar articles (for example, 
dressings, adhesive plasters, poultices), impregnated or coated 
with pharmaceutical substances or put up in forms or packings 
for retail sale for medical, surgical, dental or veterinary purposes.","49,727,434",
"202505","502","United States","3006","Pharmaceutical goods specified in Note 4 to this Chapter.","23,598,150",
"202505","502","United States","3101","Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers produced by the mixing or chemical treatment of animal or vegetable products","67,340",
"202505","502","United States","3102","Mineral or chemical fertilisers, nitrogenous.","9,350",
"202505","502","United States","3105","Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, phosphorus and potassium; other fertilisers; goods of this Chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg.","96,848",
"202505","502","United States","3202","Synthetic organic tanning substances; inorganic tanning substances; tanning preparations, whether or not containing natural tanning substances; enzymatic preparations for pre-tanning","4,140",
"202505","502","United States","3203","Colouring matter of vegetable or animal origin (including dyeinextracts but excluding animal black), whether or not chemicalldefined; preparations as specified in Note 3 to this Chapter baseon colouring matter of vegetable or animal origin.","1,362,537",
"202505","502","United States","3204","Synthetic organic colouring matter, whether or not chemically defined; preparations based on synthetic organic colouring matter of a kind used to dye fabrics or produce colorant preparations; synthetic organic products of a kind used as fluorescent brightening agents or as luminophores, whether or not chemically defined (excluding preparations of heading 3207, 3208, 3209, 3210, 3213 and 3215)","6,608,886",
"202505","502","United States","3206","Other colouring matter; preparations as specified in Note 3 to 
this Chapter, other than those of heading 32.03, 32.04 or 32.05; 
inorganic products of a kind used as luminophores, whether or 
not chemically defined.","3,200,153",
"202505","502","United States","3207","Prepared pigments, prepared opacifiers and prepared colours, 
vitrifiable enamels and glazes, engobes (slips), liquid lustres and similar preparations, of a kind used in the ceramic, enamelling or glass industry; glass frit and other glass, in the form of powder, granules or flakes.","151,753",
"202505","502","United States","3208","Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium; solutions of products of headings 3901 to 3913 in volatile organic solvents, containing ＞ 50% solvent by weight (excluding solutions of collodion)","676,361",
"202505","502","United States","3209","Paints and varnishes (including enamels and lacquers) based on
synthetic polymers or chemically modified natural polymers,
dispersed or dissolved in an aqueous medium.","244,219",
"202505","502","United States","3210","Other paints and varnishes (including enamels, lacquers and distempers); prepared water pigments of a kind used for finishing leather.","338",
"202505","502","United States","3211","Prepared driers.","1,378",
"202505","502","United States","3212","Pigments (including metallic powders and flakes) dispersed in nonaqueous media, in liquid or paste form, of a kind used in the manufacture of paints (including enamels); stamping foils; dyes and other colouring matter put up in forms or packings for retail sale.","288,164",
"202505","502","United States","3213","Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like, in tablets, tubes, jars, bottles,pans or in similar forms or packings.","5,243,295",
"202505","502","United States","3214","Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; non-refractory surfacing preparations for fa?ades, indoor walls, floors, ceilings or the like","1,386,361",
"202505","502","United States","3215","Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid.","2,371,646",
"202505","502","United States","3301","Essential oils, whether or not terpeneless, incl. concretes and absolutes; resinoids; extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes or the like, obtained by enfleurage or maceration; terpenic by-products of the deterpenation of essential oils; aqueous distillates and aqueous solutions of essential oils","1,079,138",
"202505","502","United States","3302","Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufacture of beverages","586,803",
"202505","502","United States","3303","Perfumes and toilet waters.","5,131,153",
"202505","502","United States","3304","Beauty or makeup preparations and preparations for the care of the skin (other thanmedicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations.","63,230,118",
"202505","502","United States","3305","Preparations for use on the hair.","6,004,113",
"202505","502","United States","3306","Preparations for oral or dental hygiene, including denture fixative pastes and powders; yarn used to clean between the teeth 
(dental floss), in individual retail packages.","7,866,619",
"202505","502","United States","3307","Shaving preparations, incl. pre-shave and aftershave products, personal deodorants, bath preparations, depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.; prepared room deodorisers, whether or not perfumed or having disinfectant properties","11,858,125",
"202505","502","United States","3401","Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, moulded pieces or shapes, whether or not containing soap; organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap; paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent","22,642,353",
